recipe_id,item_id,qty
5da9fbec-ef11-4c80-be9d-025250c69667,851d844d-665d-43c7-a1db-0520217763a4,1
5da9fbec-ef11-4c80-be9d-025250c69667,b1ba37cf-74fc-4fb8-968d-0ebff3bfe636,2
43ec3415-0be5-4b88-9a04-0504edc1ce7c,851d844d-665d-43c7-a1db-0520217763a4,10
43ec3415-0be5-4b88-9a04-0504edc1ce7c,94cc04ea-d7c0-4710-9515-2f89336c6a13,2
43ec3415-0be5-4b88-9a04-0504edc1ce7c,72aa5a70-d7eb-4fbc-aa57-5c1f7ed3a570,10
43ec3415-0be5-4b88-9a04-0504edc1ce7c,666a90d9-a71a-41ee-8aa1-6d05dea8b450,8
e3e86909-3197-4c76-8e83-05408216bc88,74565519-368f-4ceb-86a2-9dc508f35941,2
e3e86909-3197-4c76-8e83-05408216bc88,fb59bf6c-d918-4346-8ab2-d619b79e9875,1
f2732a58-6451-4652-ada3-05b1a8bf4212,f1451ca1-b1eb-4e0d-8fb3-ee0c818877be,2
b159741d-d97c-47f7-bd9d-0671381a2fc7,1c902da4-c3dc-4344-9346-3e38d6831423,1
b159741d-d97c-47f7-bd9d-0671381a2fc7,ed903d52-1782-48be-a227-c2be35ec47e2,1
b159741d-d97c-47f7-bd9d-0671381a2fc7,17eda6c7-408e-4172-b075-da49788c9701,2
866118f7-2dd6-4872-9514-09830fbcff3c,a4691cce-4e3b-49d4-83fb-88b741323185,1
866118f7-2dd6-4872-9514-09830fbcff3c,fb59bf6c-d918-4346-8ab2-d619b79e9875,2
15e4328d-a191-43c5-aa39-0c2c2662d68c,36414df4-a4bf-4b8c-9743-9232a1cc91e7,4
15e4328d-a191-43c5-aa39-0c2c2662d68c,bcd182d6-9b29-468e-863c-a86260afe024,4
d9bef748-0ed3-4dd3-8caa-0c9d1ec67c3b,17a2dc10-8595-4070-a9c8-07f6fe4d67a6,2
d9bef748-0ed3-4dd3-8caa-0c9d1ec67c3b,c871ea93-c6fc-424a-b966-0a484edf7a24,2
d9bef748-0ed3-4dd3-8caa-0c9d1ec67c3b,919ea281-2cd0-4bc4-86d4-84eb96bceaec,4
d9bef748-0ed3-4dd3-8caa-0c9d1ec67c3b,c6387e20-a924-4c96-88bb-b1d8996019a9,4
22518ad5-b112-4b5a-b72d-0ec8a2217129,e528abd5-f5ba-4c2a-8f93-6efca57a58b8,40
22518ad5-b112-4b5a-b72d-0ec8a2217129,9fd95543-7c3e-4e30-bd64-83a897ae8404,1
22518ad5-b112-4b5a-b72d-0ec8a2217129,c30349c5-ed03-4b87-8bb5-9dd4dc9e8eb1,20
32fa70a9-b979-4adc-90f4-1001a462a934,851d844d-665d-43c7-a1db-0520217763a4,2
32fa70a9-b979-4adc-90f4-1001a462a934,e56e407e-4274-41ab-a553-1a8f2d1db525,1
32fa70a9-b979-4adc-90f4-1001a462a934,a83c0816-f2db-432b-b538-8fbee3baea43,2
32fa70a9-b979-4adc-90f4-1001a462a934,7841008f-ec48-47db-b94b-f45e9d43bd10,1
0fe44dec-74ec-40fa-bde3-1090fdef39b4,4d941e6a-ba1f-4237-8429-27c0bda34909,10
0fe44dec-74ec-40fa-bde3-1090fdef39b4,94cc04ea-d7c0-4710-9515-2f89336c6a13,10
0fe44dec-74ec-40fa-bde3-1090fdef39b4,f619ba41-ad92-47ca-bbbf-45434e7884ae,40
0fe44dec-74ec-40fa-bde3-1090fdef39b4,e528abd5-f5ba-4c2a-8f93-6efca57a58b8,20
0fe44dec-74ec-40fa-bde3-1090fdef39b4,e02bb881-f09a-44cc-bb85-dd0d1fa8334d,4
7379fd31-f61f-487c-886e-12ea2382570e,851d844d-665d-43c7-a1db-0520217763a4,2
7379fd31-f61f-487c-886e-12ea2382570e,666a90d9-a71a-41ee-8aa1-6d05dea8b450,4
7379fd31-f61f-487c-886e-12ea2382570e,36414df4-a4bf-4b8c-9743-9232a1cc91e7,4
7379fd31-f61f-487c-886e-12ea2382570e,bcd182d6-9b29-468e-863c-a86260afe024,8
f782c9b6-2c84-4c18-a718-13021e0fba05,36a5a6c7-2c0a-4747-a0a0-c1750309d0cb,1
7f15fd5e-ca03-41d8-bee9-1316108d6fb8,672f362d-a1d4-4dc1-b209-142abd70c04b,6
78fb3569-707f-4f7e-9661-1329b62cacdf,4d941e6a-ba1f-4237-8429-27c0bda34909,20
78fb3569-707f-4f7e-9661-1329b62cacdf,e528abd5-f5ba-4c2a-8f93-6efca57a58b8,20
78fb3569-707f-4f7e-9661-1329b62cacdf,5b407dea-ff23-47a4-8acf-cae5f2c44b55,10
78fb3569-707f-4f7e-9661-1329b62cacdf,e02bb881-f09a-44cc-bb85-dd0d1fa8334d,10
206cfbb1-fb81-409d-8d31-15b18757d48a,454b753b-cde0-4a2a-b177-10afc672db01,1
206cfbb1-fb81-409d-8d31-15b18757d48a,04dc63c2-cf97-489f-8591-726e449b713d,8
206cfbb1-fb81-409d-8d31-15b18757d48a,e02bb881-f09a-44cc-bb85-dd0d1fa8334d,2
80310dfc-a1e1-410d-840a-15bb604b0b13,72cb4e75-67a8-43ea-9983-32be914d3a1d,1
80310dfc-a1e1-410d-840a-15bb604b0b13,9ac22396-b0fe-47ab-b8d3-9a85d9c940db,1
b1451405-e1ae-43fa-9e24-16819992a7fa,ffc8938c-3717-46c5-bd3c-05caf61cbef7,1
b1451405-e1ae-43fa-9e24-16819992a7fa,72cb4e75-67a8-43ea-9983-32be914d3a1d,4
66ba3f9f-85df-4649-806b-16bab6ca08bb,851d844d-665d-43c7-a1db-0520217763a4,1
66ba3f9f-85df-4649-806b-16bab6ca08bb,2786ff93-c583-46eb-b512-5467f64f5087,2
66ba3f9f-85df-4649-806b-16bab6ca08bb,bcd182d6-9b29-468e-863c-a86260afe024,3
6f36aac5-344a-4a27-af11-17b7619af06b,c871ea93-c6fc-424a-b966-0a484edf7a24,2
6f36aac5-344a-4a27-af11-17b7619af06b,bcd182d6-9b29-468e-863c-a86260afe024,5
6f36aac5-344a-4a27-af11-17b7619af06b,c6387e20-a924-4c96-88bb-b1d8996019a9,2
43583dd7-2193-4db5-830c-197debf21dd6,e528abd5-f5ba-4c2a-8f93-6efca57a58b8,5
43583dd7-2193-4db5-830c-197debf21dd6,9493acaa-7599-4322-8eea-8aacbd8708a3,1
43583dd7-2193-4db5-830c-197debf21dd6,c30349c5-ed03-4b87-8bb5-9dd4dc9e8eb1,3
43583dd7-2193-4db5-830c-197debf21dd6,c6387e20-a924-4c96-88bb-b1d8996019a9,2
4891eb44-cd3e-4ab9-8bdc-1a31d2c34f3c,94cc04ea-d7c0-4710-9515-2f89336c6a13,20
4891eb44-cd3e-4ab9-8bdc-1a31d2c34f3c,72aa5a70-d7eb-4fbc-aa57-5c1f7ed3a570,20
4891eb44-cd3e-4ab9-8bdc-1a31d2c34f3c,a83c0816-f2db-432b-b538-8fbee3baea43,10
4891eb44-cd3e-4ab9-8bdc-1a31d2c34f3c,74565519-368f-4ceb-86a2-9dc508f35941,20
4891eb44-cd3e-4ab9-8bdc-1a31d2c34f3c,c6387e20-a924-4c96-88bb-b1d8996019a9,5
daf37f54-c968-4719-a953-1b1a41075530,2786ff93-c583-46eb-b512-5467f64f5087,1
daf37f54-c968-4719-a953-1b1a41075530,bcd182d6-9b29-468e-863c-a86260afe024,2
adcfc898-abf3-4700-866a-21085ae127bb,e528abd5-f5ba-4c2a-8f93-6efca57a58b8,1
adcfc898-abf3-4700-866a-21085ae127bb,f31478e4-42fd-435d-a566-8879062e370f,4
adcfc898-abf3-4700-866a-21085ae127bb,74565519-368f-4ceb-86a2-9dc508f35941,1
f20d27ba-d0a5-4e83-9f18-27216ae1618e,49c8f229-3492-43d6-92ba-26a05cffaf8b,2
f20d27ba-d0a5-4e83-9f18-27216ae1618e,aae529c5-b2b8-4da0-937e-51ee4bfda549,2
f20d27ba-d0a5-4e83-9f18-27216ae1618e,194ff4a4-bc86-4a35-978c-e71684f8369d,2
5c04fcec-23ff-4c12-8fb5-283500edcaea,94cc04ea-d7c0-4710-9515-2f89336c6a13,10
5c04fcec-23ff-4c12-8fb5-283500edcaea,2786ff93-c583-46eb-b512-5467f64f5087,20
5c04fcec-23ff-4c12-8fb5-283500edcaea,72aa5a70-d7eb-4fbc-aa57-5c1f7ed3a570,20
5c04fcec-23ff-4c12-8fb5-283500edcaea,c6387e20-a924-4c96-88bb-b1d8996019a9,5
c1e6a8af-21e1-45ec-b287-287905d8803b,666a90d9-a71a-41ee-8aa1-6d05dea8b450,2
c1e6a8af-21e1-45ec-b287-287905d8803b,a4691cce-4e3b-49d4-83fb-88b741323185,2
818d497f-edd6-4979-9f54-2b37f5f5ef25,851d844d-665d-43c7-a1db-0520217763a4,4
818d497f-edd6-4979-9f54-2b37f5f5ef25,a4691cce-4e3b-49d4-83fb-88b741323185,2
818d497f-edd6-4979-9f54-2b37f5f5ef25,36414df4-a4bf-4b8c-9743-9232a1cc91e7,2
